2045/5 BK Chandeliers,2045/5 BK  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/2045-5-BK.jpg?v=1607521924,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709825314891,32981784100939,KB-LD-2045/5 BK
2045/5 RD Chandeliers,2045/5 RD  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/2045-5-RD.jpg?v=1607521923,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709825216587,32981782855755,KB-LD-2045/5 RD
2045/5 SL Chandeliers,2045/5 SL  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/2045-5-SL.jpg?v=1607521923,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709825019979,32981782265931,KB-LD-2045/5 SL
2045/5 WH Chandeliers,2045/5 WH  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/2045-5-WH.jpg?v=1607521924,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709825413195,32981784592459,KB-LD-2045/5 WH
4239 Crystal Chandeliers,4239 نجفة كرستال,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,4950,5824,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4539.jpg?v=1607521909,1,4455,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,4 Years,4 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709814861899,32981737898059,KB-L-4539
4239 frosted chandeliers,4239 نجفة مصنفر,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,4950,5824,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4239.jpg?v=1607521908,1,4455,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,4 Years,4 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709814763595,32981737472075,KB-L-4239
4334/560 Chandeliers,4334/560  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1650,1945,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4334-560.jpg?v=1607521936,1,1485,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709827706955,32981793931339,KB-LD-4334/560
4341/600 Chandeliers,4341/600  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1595,1876,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4341-600.jpg?v=1607521932,1,1435.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709826854987,32981789573195,KB-LD-4341/600
4483/12 chandeliers,4483/12 نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,8950,10529,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4483-12.jpg?v=1607521908,1,8055,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,4 Years,4 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709814599755,32981736816715,KB-L-4483/12
4484/6 chandeliers,4484/6 نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,5750,6765,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4484-6.jpg?v=1607521911,1,5175,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,4 Years,4 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709815418955,32981740290123,KB-L-4484/6
4553/2 CH Chandeliers,4553/2 CH  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,2250,2647,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4553-2-CH.jpg?v=1607521931,1,2025,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709826560075,32981789048907,KB-LD-4553/2 CH
4553/2 GD Chandeliers,4553/2 GD  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,2250,2647,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4553-2-GD.jpg?v=1607521930,1,2025,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709826363467,32981788131403,KB-LD-4553/2 GD
4556/500 CH Chandeliers,4556/500 CH  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4556-500-CH.jpg?v=1607521935,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709827412043,32981792129099,KB-LD-4556/500 CH
4556/500 GD Chandeliers,4556/500 GD  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4556-500-GD.jpg?v=1607521937,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709827739723,32981793964107,KB-LD-4556/500 GD
4564/550 Chandeliers,4564/550  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4564-550.jpg?v=1607521932,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709826756683,32981789343819,KB-LD-4564/550
4780 BK Chandeliers,4780 BK نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,595,700,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4780-BK.jpg?v=1607521942,1,535.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709828591691,32981795242059,KB-LD-4780 BK
4780 BL Chandeliers,4780 BL نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,595,700,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4780-BL.jpg?v=1607521943,1,535.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709828984907,32981797699659,KB-LD-4780 BL
4780 GN Chandeliers,4780 GN نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,595,700,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4780-GN.jpg?v=1607521944,1,535.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829083211,32981797797963,KB-LD-4780 GN
4780 GR Chandeliers,4780 GR نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,595,700,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4780-GR.jpg?v=1607521944,1,535.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829050443,32981797765195,KB-LD-4780 GR
4780 PK Chandeliers,4780 PK نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,595,700,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4780-PK.jpg?v=1607521943,1,535.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709828919371,32981797634123,KB-LD-4780 PK
4780 WH Chandeliers,4780 WH نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,595,700,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4780-WH.jpg?v=1607521942,1,535.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709828821067,32981797470283,KB-LD-4780 WH
4823 BK Chandeliers,4823 BK نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,550,647,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4823-BK.jpg?v=1607521947,1,495,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829312587,32981797994571,30-3678
4823 WH Chandeliers,4823 WH نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,550,412,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4823-WH.jpg?v=1607521946,1,495,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829279819,32981797929035,KB-LD-4823 WH
4824/1 chandeliers,4824/1 نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,700,825,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4824-1.jpg?v=1607521944,1,630,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829115979,32981797830731,KB-LD-4824/1
4825 BK Chandeliers,4825 BK نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,795,935,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4825-BK.jpg?v=1607521949,1,715.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,1 year,سنة واحدة,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829640267,32981798289483,KB-LD-4825 BK
4825 WH Chandeliers,4825 WH نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,795,935,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4825-WH.jpg?v=1607521948,1,715.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,1 year,سنة واحدة,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829541963,32981798191179,30-3750
4826 BK Chandeliers,4826 BK نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,750,882,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4826-BK.jpg?v=1607521948,1,675,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,1 year,سنة واحدة,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829476427,32981798158411,KB-LD-4826 BK
4826 WH Chandeliers,4826 WH نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,750,882,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4826-WH.jpg?v=1607521947,1,675,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,1 year,سنة واحدة,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829378123,32981798060107,KB-LD-4826 WH
4828 chandeliers,4828 نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,750,882,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4828.jpg?v=1607521950,1,675,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,1 year,سنة واحدة,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829869643,32981798453323,KB-LD-4828
4829 chandeliers,4829 نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,750,882,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4829.jpg?v=1607521951,1,675,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,1 year,سنة واحدة,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829935179,32981798813771,30-3684
4830/1 chandeliers,4830/1 نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,350,412,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4830-1.jpg?v=1607521949,1,315,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,1 year,سنة واحدة,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829836875,32981798420555,KB-LD-4830/1
4859 BK Chandeliers,4859 BK نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,695,818,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4859-BK.jpg?v=1607521945,1,625.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829247051,32981797896267,KB-LD-4859 BK
4859 WH Chandeliers,4859 WH نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,695,818,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/4859-WH.jpg?v=1607521945,1,625.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,10 Years,10 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709829214283,32981797863499,30-3689
5315/1 BK Chandeliers,5315/1 BK  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,695,818,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5315-1-BK.jpg?v=1607521938,1,625.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709827936331,32981794193483,KB-LD-5315/1 BK
5315/1 CP Chandeliers,5315/1 CP  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,695,818,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5315-1-CP.jpg?v=1607521939,1,625.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709828132939,32981794717771,KB-LD-5315/1 CP
5315/1 WH Chandeliers,5315/1 WH  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,695,818,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5315-1-WH.jpg?v=1607521939,1,625.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709828067403,32981794652235,KB-LD-5315/1 WH
5315/3 CP Chandeliers,5315/3 CP  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1950,2294,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5315-3-CP.jpg?v=1607521938,1,1755,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709827903563,32981794160715,KB-LD-5315/3 CP
5315/3 WH Chandeliers,5315/3 WH  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1950,2294,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5315-3-WH.jpg?v=1607521937,1,1755,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,2 Years,سنتان,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709827838027,32981794062411,KB-LD-5315/3 WH
5405/5 AB Chandeliers,5405/5 AB  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5405-5-AB.jpg?v=1607521922,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709824725067,32981781413963,5405/5 AB
5405/5 GWT Chandeliers,5405/5 GWT  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1750,2059,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5405-5-GWT.jpg?v=1607521921,1,1575,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709820137547,32981761130571,KB-L-5405/5 GWT
5476/8 chandeliers,5476/8  نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,3595,4229,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5476-8.jpg?v=1607521928,1,3235.5,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,3 Years,3 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709825937483,32981785968715,KB-LD-5476/8
5495/6 CH Chandeliers,5495/6 CH نجفة,Kabbani Egypt,First Settlement branch,Lighting,Classic,6,2,1950,2294,2 Days,0,https://cdn.shopify.com/s/files/1/0261/8815/2907/products/5495-6-CH.jpg?v=1607521919,1,1755,"import_2019_08_07_192328, joined-description-fields, modern, الالإضاءة, الالإضاءة حديث, حديث, كلاسيكى",Good Germany wood,خشب ألمانى جيد,4 Years,4 سنوات,Size,"""200x200cm"",""200x195cm"",""180x200cm"",""180x195 cm""",3,3,4709818040395,32981751627851,KB-L-5495/6 CH
